sample_date,block,plot,treatment,crop,field_time,sample_number,bed_location,direction,rod_length_in,notes,tdr_dattime,vwc_percent,period,EC,soil_temp_C,soil_temp_F,Temp_IR,Temp_IR(F),Latitude,Longitude,Satellites,Fix,Rod Length,Soil Type,VWC Mode,HDoP
7/13/2023,3,B,CM,FC,,,hose,east,8,,7/13/2023 10:39,29.4,3236,0.17,31,87.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,B,CM,FC,,,hose,east,8,,7/13/2023 10:39,29.4,3236,0.17,30.9,87.5,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,C,SM,AS,10:42,193,edge,east,8,,7/13/2023 10:41,26.4,3130,0.16,32.2,89.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,C,SM,AS,,,edge,east,8,,7/13/2023 10:41,23.7,3030,0.14,32.1,89.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,C,SM,AS,,,edge,east,8,,7/13/2023 10:42,20.5,2917,0.14,32.1,89.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,C,SM,AS,,,hose,east,8,,7/13/2023 10:42,29.7,3248,0.17,32.1,89.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,C,SM,AS,,,hose,east,8,,7/13/2023 10:42,25.5,3095,0.14,32,89.6,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,C,SM,AS,,,hose,east,8,,7/13/2023 10:44,29.1,3227,0.15,32.1,89.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,F,BM,AS,10:46,199,edge,east,8,,7/13/2023 10:45,11,2575,0.05,32.6,90.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,F,BM,AS,,,edge,east,8,,7/13/2023 10:45,12,2611,0.06,32.8,91,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,F,BM,AS,,,edge,east,8,,7/13/2023 10:45,13.2,2655,0.06,32.9,91.3,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,F,BM,AS,,,hose,east,8,,7/13/2023 10:45,27.4,3163,0.17,33,91.3,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,F,BM,AS,,,hose,east,8,,7/13/2023 10:46,28.7,3210,0.18,32.9,91.3,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,F,BM,AS,,,hose,east,8,,7/13/2023 10:46,24.6,3064,0.14,32.8,91.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,I,CM,AS,10:49,205,edge,east,8,,7/13/2023 10:47,20.5,2918,0.13,33,91.3,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,I,CM,AS,,,edge,east,8,,7/13/2023 10:49,14.4,2695,0.08,33.2,91.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,I,CM,AS,,,edge,east,8,,7/13/2023 10:49,13.6,2669,0.08,33.2,91.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,I,CM,AS,,,hose,east,8,,7/13/2023 10:50,31.1,3298,0.22,33.3,92,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,I,CM,AS,,,hose,east,8,,7/13/2023 10:50,26.5,3132,0.16,33.3,91.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,3,I,CM,AS,,,hose,east,8,,7/13/2023 10:50,32.4,3343,0.21,33.3,91.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,5,I,BM,AS,10:53,211,edge,east,8,,7/13/2023 10:51,17.7,2816,0.1,33.2,91.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,5,I,BM,AS,,,edge,east,8,,7/13/2023 10:51,19.4,2876,0.11,33,91.5,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,5,I,BM,AS,,,edge,east,8,,7/13/2023 10:51,21.5,2951,0.12,33.1,91.6,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,5,I,BM,AS,,,hose,east,8,,7/13/2023 10:51,25.1,3082,0.15,33.2,91.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,5,I,BM,AS,,,hose,east,8,,7/13/2023 10:52,24.3,3054,0.11,33.1,91.6,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,5,I,BM,AS,,,hose,east,8,,7/13/2023 10:52,24.3,3052,0.16,33,91.4,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,G,CM,FC,10:55,217,edge,east,8,,7/13/2023 10:53,12.9,2643,0.05,32.6,90.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,G,CM,FC,,,edge,east,8,,7/13/2023 10:53,11.2,2580,0.05,32.6,90.6,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,G,CM,FC,,,edge,east,8,,7/13/2023 10:54,17.3,2800,0.09,32.5,90.5,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,G,CM,FC,,,hose,east,8,,7/13/2023 10:54,23.7,3032,0.13,32.5,90.5,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,G,CM,FC,,,hose,east,8,,7/13/2023 10:54,24.5,3062,0.14,32.4,90.3,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,G,CM,FC,,,hose,east,8,,7/13/2023 10:54,27.1,3153,0.14,32.4,90.2,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,D,BM,FC,10:57,223,edge,east,8,,7/13/2023 10:55,18.1,2831,0.08,32.3,90.2,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,D,BM,FC,,,edge,east,8,,7/13/2023 10:55,14.5,2702,0.08,32.4,90.2,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,D,BM,FC,,,edge,east,8,,7/13/2023 10:55,11.4,2587,0.05,32.3,90.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,D,BM,FC,,,hose,east,8,,7/13/2023 10:56,25.2,3084,0.14,32.2,90,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,D,BM,FC,,,hose,east,8,,7/13/2023 10:56,27.1,3154,0.16,32.2,89.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,D,BM,FC,,,hose,east,8,,7/13/2023 10:56,29.2,3231,0.19,32.1,89.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,A,SM,FC,10:58,229,edge,east,8,,7/13/2023 10:56,13.2,2652,0.06,32,89.6,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,A,SM,FC,,,edge,east,8,,7/13/2023 10:57,21.7,2960,0.11,31.7,89.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,A,SM,FC,,,edge,east,8,,7/13/2023 10:57,15.9,2752,0.07,31.7,89.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,A,SM,FC,,,hose,east,8,,7/13/2023 10:57,31.4,3308,0.18,31.7,89,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,A,SM,FC,,,hose,east,8,,7/13/2023 10:57,31.2,3303,0.14,31.7,89,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,A,SM,FC,,,hose,east,8,,7/13/2023 10:57,32.9,3363,0.21,31.6,89,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,B,CM,DB,11:01,,edge,east,8,,7/13/2023 10:58,12.4,2626,0.06,31.6,88.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,B,CM,DB,,,edge,east,8,,7/13/2023 10:59,13.1,2650,0.07,31.6,88.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,B,CM,DB,,,edge,east,8,,7/13/2023 10:59,11.7,2600,0.06,31.6,88.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,B,CM,DB,,,hose,east,8,,7/13/2023 11:00,24,3041,0.16,31.1,88,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,B,CM,DB,,,hose,east,8,,7/13/2023 11:00,25.4,3093,0.17,31.1,88,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,B,CM,DB,,,hose,east,8,,7/13/2023 11:01,23.8,3035,0.08,31.1,87.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,E,BM,DB,11:04,241,edge,east,8,,7/13/2023 11:02,12.7,2634,0.06,31.2,88.2,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,E,BM,DB,,,edge,east,8,,7/13/2023 11:02,10.5,2557,0.04,31.2,88.2,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,E,BM,DB,,,edge,east,8,,7/13/2023 11:02,9.6,2525,0.05,31.2,88.2,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,E,BM,DB,,,hose,east,8,,7/13/2023 11:02,24.6,3063,0.13,31.2,88.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,E,BM,DB,,,hose,east,8,,7/13/2023 11:03,22.2,2978,0.13,31,87.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,E,BM,DB,,,hose,east,8,,7/13/2023 11:03,23.8,3036,0.19,30.6,87.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,H,SM,DB,11:06:00,2:47,edge,east,8,,7/13/2023 11:04,12.1,2613,0.08,30.6,87.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,H,SM,DB,,,edge,east,8,,7/13/2023 11:04,11,2574,0.05,30.5,86.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,H,SM,DB,,,edge,east,8,,7/13/2023 11:04,7.9,2463,0.03,30.4,86.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,H,SM,DB,,,hose,east,8,,7/13/2023 11:05,15.7,2745,0.08,30.6,87.1,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,H,SM,DB,,,hose,east,8,,7/13/2023 11:06,18.7,2851,0.11,30.6,87,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,H,SM,DB,,,hose,east,8,,7/13/2023 11:06,22.2,2978,0.13,30.6,87,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,I,CM,AS,11:10,253,edge,east,8,,7/13/2023 11:09,8,2467,0.11,31.5,88.8,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,I,CM,AS,,,edge,east,8,,7/13/2023 11:09,20.4,2912,0.19,31.5,88.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,I,CM,AS,,,edge,east,8,,7/13/2023 11:09,24.5,3094,0.27,31.3,88.4,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,I,CM,AS,,,hose,east,8,,7/13/2023 11:09,24.7,3066,0.14,31.3,88.4,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,I,CM,AS,,,hose,east,8,,7/13/2023 11:10,26,3116,0.16,31.4,88.4,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,I,CM,AS,,,hose,east,8,,7/13/2023 11:10,29.9,3256,0.24,31.3,88.4,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,F,SM,AS,11:12,259,edge,east,8,,7/13/2023 11:11,17.7,2815,0.1,31.5,88.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,F,SM,AS,,,edge,east,8,,7/13/2023 11:11,18.8,2854,0.11,31.5,88.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,F,SM,AS,,,edge,east,8,,7/13/2023 11:11,16.7,2778,0.09,31.5,88.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,F,SM,AS,,,hose,east,8,,7/13/2023 11:11,28,3185,0.19,31.6,88.9,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,F,SM,AS,,,hose,east,8,,7/13/2023 11:11,31.3,3304,0.21,31.5,88.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,F,SM,AS,,,hose,east,8,,7/13/2023 11:12,29.9,3255,0.19,31.5,88.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,C,BM,AS,11:14,265,edge,east,8,,7/13/2023 11:12,14.1,2685,0.08,31.8,89.2,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,C,BM,AS,,,edge,east,8,,7/13/2023 11:13,16.4,2770,0.12,31.8,89.3,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,C,BM,AS,,,edge,east,8,,7/13/2023 11:13,17.5,2808,0.14,32,89.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,C,BM,AS,,,hose,east,8,,7/13/2023 11:13,31,3296,0.22,32,89.7,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,C,BM,AS,,,hose,east,8,,7/13/2023 11:13,26.4,3129,0.17,32,89.6,--.-,--.-,0,0,0,0,L,S,V,
7/13/2023,4,C,BM,AS,,,hose,east,8,,7/13/2023 11:13,30.8,3287,0.21,32.2,89.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,A,SM,AS,8:34,1,edge,east,8,,7/19/2023 8:31,17,2792,0.1,22.9,73.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,A,SM,AS,,,edge,east,8,,7/19/2023 8:31,22.7,2996,0.15,22.9,73.2,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,A,SM,AS,,,edge,east,8,,7/19/2023 8:32,18.6,2848,0.12,22.8,73.1,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,A,SM,AS,,,hose,east,8,,7/19/2023 8:32,28.9,3217,0.18,22.7,72.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,A,SM,AS,,,hose,east,8,,7/19/2023 8:32,25.3,3090,0.15,22.6,72.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,A,SM,AS,,,hose,east,8,,7/19/2023 8:32,27.5,3169,0.17,22.3,72.1,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,D,CM,AS,8:35,7,edge,east,8,,7/19/2023 8:33,19.8,2890,0.11,22,71.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,D,CM,AS,,,edge,east,8,,7/19/2023 8:33,21.2,2942,0.13,22,71.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,D,CM,AS,,,edge,east,8,,7/19/2023 8:33,23,3005,0.13,22.1,71.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,D,CM,AS,,,hose,east,8,,7/19/2023 8:33,24.9,3076,0.15,22.1,71.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,D,CM,AS,,,hose,east,8,,7/19/2023 8:33,24.6,3063,0.14,22.2,71.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,D,CM,AS,,,hose,east,8,,7/19/2023 8:34,20.5,2918,0.09,22.2,72,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,G,BM,AS,8:36,13,edge,east,8,,7/19/2023 8:34,16.7,2780,0.1,22.1,71.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,G,BM,AS,,,edge,east,8,,7/19/2023 8:34,20.2,2905,0.13,22.1,71.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,G,BM,AS,,,edge,east,8,,7/19/2023 8:34,16.5,2772,0.11,22.1,71.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,G,BM,AS,,,hose,east,8,,7/19/2023 8:34,23.7,3030,0.15,22.1,71.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,G,BM,AS,,,hose,east,8,,7/19/2023 8:35,24.5,3061,0.16,22.6,72.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,G,BM,AS,,,hose,east,8,,7/19/2023 8:35,23.6,3027,0.15,22.6,72.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,A,CM,AS,8:39,19,edge,east,8,,7/19/2023 8:36,18.8,2856,0.11,22.4,72.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,A,CM,AS,,,edge,east,8,,7/19/2023 8:37,20.1,2902,0.13,22.5,72.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,A,CM,AS,,,edge,east,8,,7/19/2023 8:37,21.1,2938,0.12,22.6,72.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,A,CM,AS,,,hose,east,8,,7/19/2023 8:37,18.8,2855,0.11,22.6,72.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,A,CM,AS,,,hose,east,8,,7/19/2023 8:38,21.9,2967,0.13,22.7,72.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,A,CM,AS,,,hose,east,8,,7/19/2023 8:38,25.7,3105,0.12,22.6,72.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,B,CM,AS,8:41,25,edge,east,8,,7/19/2023 8:39,13.5,2663,0.07,22.8,73.1,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,B,CM,AS,,,edge,east,8,,7/19/2023 8:39,13.2,2654,0.07,22.9,73.1,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,B,CM,AS,,,edge,east,8,,7/19/2023 8:39,8.8,2494,0.02,22.9,73.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,B,CM,AS,,,hose,east,8,,7/19/2023 8:39,20.6,2921,0.1,23.1,73.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,B,CM,AS,,,hose,east,8,,7/19/2023 8:40,23.8,3035,0.13,23.2,73.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,B,CM,AS,,,hose,east,8,,7/19/2023 8:40,23.7,3032,0.13,23.3,73.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,H,SM,FC,8:44,31,edge,east,8,,7/19/2023 8:41,14.4,2698,0.08,23.6,74.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,H,SM,FC,,,edge,east,8,,7/19/2023 8:41,11.3,2585,0.06,23.6,74.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,H,SM,FC,,,edge,east,8,,7/19/2023 8:41,12,2612,0.06,23.6,74.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,H,SM,FC,,,hose,east,8,,7/19/2023 8:42,22,2970,0.11,23.5,74.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,H,SM,FC,,,hose,east,8,,7/19/2023 8:42,17.8,2818,0.1,23.5,74.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,H,SM,FC,,,hose,east,8,,7/19/2023 8:42,20.2,2904,0.1,23.3,74,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,E,CM,FC,8:45,37,edge,east,8,,7/19/2023 8:43,13.5,2666,0.05,22.9,73.2,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,E,CM,FC,,,edge,east,8,,7/19/2023 8:43,12.5,2630,0.05,23,73.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,E,CM,FC,,,edge,east,8,,7/19/2023 8:43,13.2,2652,0.07,23.1,73.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,E,CM,FC,,,hose,east,8,,7/19/2023 8:44,22.7,2996,0.11,23.2,73.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,E,CM,FC,,,hose,east,8,,7/19/2023 8:44,22.9,3001,0.12,23.3,73.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,E,CM,FC,,,hose,east,8,,7/19/2023 8:45,22.3,2981,0.11,23.3,74,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,B,BM,FC,8:48,43,edge,east,8,,7/19/2023 8:45,11.9,2607,0.06,23.5,74.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,B,BM,FC,,,edge,east,8,,7/19/2023 8:45,11.7,2598,0.06,23.5,74.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,B,BM,FC,,,edge,east,8,,7/19/2023 8:45,11.1,2577,0.07,23.6,74.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,B,BM,FC,,,hose,east,8,,7/19/2023 8:45,18.7,2851,0.12,23.6,74.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,B,BM,FC,,,hose,east,8,,7/19/2023 8:46,24.3,3054,0.15,23.6,74.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,B,BM,FC,,,hose,east,8,,7/19/2023 8:46,18.3,2836,0.11,23.6,74.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,C,CM,DB,8:49,49,edge,east,8,,7/19/2023 8:47,10,2538,0.04,24,75.2,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,C,CM,DB,,,edge,east,8,,7/19/2023 8:47,8,2468,0.02,24.1,75.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,C,CM,DB,,,edge,east,8,,7/19/2023 8:48,9.3,2514,0.02,24.4,76,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,C,CM,DB,,,hose,east,8,,7/19/2023 8:48,12.6,2632,0.07,24.4,76,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,C,CM,DB,,,hose,east,8,,7/19/2023 8:48,14.4,2697,0.09,24.5,76.1,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,C,CM,DB,,,hose,east,8,,7/19/2023 8:49,15,2719,0.09,24.5,76.2,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,F,SM,DB,8:52,55,edge,east,8,,7/19/2023 8:50,8.5,2484,0.03,24.6,76.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,F,SM,DB,,,edge,east,8,,7/19/2023 8:50,8.8,2494,0.03,24.7,76.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,F,SM,DB,,,edge,east,8,,7/19/2023 8:50,8.1,2469,0.03,24.6,76.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,F,SM,DB,,,hose,east,8,,7/19/2023 8:50,11.4,2588,0.07,24.7,76.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,F,SM,DB,,,hose,east,8,,7/19/2023 8:51,11.4,2588,0.05,24.8,76.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,F,SM,DB,,,hose,east,8,,7/19/2023 8:51,13.5,2663,0.04,24.7,76.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,I,BM,DB,8:54,61,edge,east,8,,7/19/2023 8:52,9.3,2514,0.04,24.8,76.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,I,BM,DB,,,edge,east,8,,7/19/2023 8:52,8.7,2490,0.05,24.9,76.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,I,BM,DB,,,edge,east,8,,7/19/2023 8:52,7.5,2448,0.03,24.8,76.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,I,BM,DB,,,hose,east,8,,7/19/2023 8:52,13.4,2660,0.06,24.9,76.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,I,BM,DB,,,hose,east,8,,7/19/2023 8:53,14,2683,0.08,24.6,76.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,1,I,BM,DB,,,hose,east,8,,7/19/2023 8:53,14.3,2694,0.05,24.7,76.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,C,SM,AS,8:58,67,edge,east,8,,7/19/2023 8:56,13.7,2673,0.04,25.2,77.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,C,SM,AS,,,edge,east,8,,7/19/2023 8:56,12.5,2630,0.08,25.2,77.3,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,C,SM,AS,,,edge,east,8,,7/19/2023 8:56,14.9,2715,0.08,25.2,77.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,C,SM,AS,,,hose,east,8,,7/19/2023 8:56,21.5,2954,0.13,25.2,77.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,C,SM,AS,,,hose,east,8,,7/19/2023 8:56,21.4,2950,0.11,25.2,77.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,C,SM,AS,,,hose,east,8,,7/19/2023 8:57,22.5,2987,0.13,25.2,77.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,D,SM,AS,9:00,73,edge,east,8,,7/19/2023 8:57,11.3,2585,0.05,25.6,78,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,D,SM,AS,,,edge,east,8,,7/19/2023 8:57,11.7,2598,0.09,25.5,77.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,D,SM,AS,,,edge,east,8,,7/19/2023 8:58,13.3,2658,0.08,25.5,77.9,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,D,SM,AS,,,hose,east,8,,7/19/2023 8:58,18.3,2837,0.09,25.5,77.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,D,SM,AS,,,hose,east,8,,7/19/2023 8:58,25.2,3086,0.15,25.4,77.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,5,D,SM,AS,,,hose,east,8,,7/19/2023 8:58,22.9,3001,0.14,25.4,77.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,G,SM,FC,9:01,79,edge,east,8,,7/19/2023 8:59,13.9,2677,0.08,25.4,77.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,G,SM,FC,,,edge,east,8,,7/19/2023 8:59,17.4,2804,0.09,25.4,77.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,G,SM,FC,,,edge,east,8,,7/19/2023 8:59,14.8,2712,0.08,25.4,77.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,G,SM,FC,,,hose,east,8,,7/19/2023 8:59,19.7,2888,0.1,25.4,77.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,G,SM,FC,,,hose,east,8,,7/19/2023 9:00,20.5,2918,0.1,25.4,77.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,G,SM,FC,,,hose,east,8,,7/19/2023 9:00,24.4,3058,0.12,25.4,77.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,D,BM,FC,9:03,85,edge,east,8,,7/19/2023 9:01,11.5,2591,0.05,25.4,77.8,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,D,BM,FC,,,edge,east,8,,7/19/2023 9:01,10.9,2569,0.05,25.3,77.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,D,BM,FC,,,edge,east,8,,7/19/2023 9:01,11.3,2585,0.06,25.4,77.7,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,D,BM,FC,,,hose,east,8,,7/19/2023 9:01,18,2826,0.11,25.2,77.4,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,D,BM,FC,,,hose,east,8,,7/19/2023 9:01,19.4,2878,0.1,25.3,77.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,D,BM,FC,,,hose,east,8,,7/19/2023 9:01,19.3,2874,0.1,25.3,77.6,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,A,CM,FC,9:05,91,edge,east,8,,7/19/2023 9:02,17.4,2804,0.1,25.3,77.5,--.-,--.-,0,0,0,0,L,S,V,
7/19/2023,2,A,CM,FC,,,edge,east,8,,7/19/2023 9:02,15.6,2739,0.07,25.2,77.4,--.-,--.-,0,0,0,0,L,S,V,
